store_location,weekday,hour,pars_multiplier,staff_flag
Hell's Kitchen,Wednesday,11,0.9,normal
Hell's Kitchen,Wednesday,11,0.9,normal
Hell's Kitchen,Wednesday,11,0.9,normal
Hell's Kitchen,Wednesday,11,0.8,normal
Hell's Kitchen,Wednesday,12,1.0,normal
Hell's Kitchen,Wednesday,12,1.0,normal
Hell's Kitchen,Wednesday,12,1.1,normal
Hell's Kitchen,Wednesday,12,1.1,normal
Hell's Kitchen,Wednesday,13,1.0,normal
Hell's Kitchen,Wednesday,13,1.0,normal
Hell's Kitchen,Wednesday,13,1.0,normal
Hell's Kitchen,Wednesday,13,1.1,normal
Hell's Kitchen,Wednesday,14,1.0,normal
Hell's Kitchen,Wednesday,14,1.0,normal
Hell's Kitchen,Wednesday,14,1.1,normal
Hell's Kitchen,Wednesday,14,1.0,normal
Hell's Kitchen,Wednesday,15,1.0,normal
Hell's Kitchen,Wednesday,15,1.1,normal
Hell's Kitchen,Wednesday,15,1.1,normal
Hell's Kitchen,Wednesday,15,1.15,normal
Hell's Kitchen,Wednesday,16,1.1,normal
Hell's Kitchen,Wednesday,16,1.0,normal
Hell's Kitchen,Wednesday,16,1.0,normal
Hell's Kitchen,Wednesday,16,1.1,normal
Hell's Kitchen,Wednesday,17,1.1,normal
Hell's Kitchen,Wednesday,17,1.0,normal
Hell's Kitchen,Wednesday,17,1.0,normal
Hell's Kitchen,Wednesday,17,1.0,normal
Hell's Kitchen,Wednesday,18,1.1,normal
Hell's Kitchen,Wednesday,18,1.1,normal
Hell's Kitchen,Wednesday,18,1.0,normal
Hell's Kitchen,Wednesday,18,1.1,normal
Hell's Kitchen,Wednesday,19,1.25,normal
Hell's Kitchen,Wednesday,19,1.25,normal
Hell's Kitchen,Wednesday,19,1.25,normal
Hell's Kitchen,Wednesday,19,1.25,normal
Hell's Kitchen,Wednesday,20,1.25,peak
Hell's Kitchen,Wednesday,20,1.25,peak
Hell's Kitchen,Wednesday,20,1.25,peak
Lower Manhattan,Friday,6,1.15,normal
Lower Manhattan,Friday,6,1.15,normal
Lower Manhattan,Friday,6,1.15,normal
Lower Manhattan,Friday,7,1.15,normal
Lower Manhattan,Friday,7,1.15,normal
Lower Manhattan,Friday,7,1.15,normal
Lower Manhattan,Friday,7,1.15,normal
Lower Manhattan,Friday,8,1.25,normal
Lower Manhattan,Friday,8,1.25,normal
Lower Manhattan,Friday,8,1.15,normal
Lower Manhattan,Friday,8,1.15,normal
Lower Manhattan,Friday,9,1.15,peak
Lower Manhattan,Friday,9,1.25,peak
Lower Manhattan,Friday,9,1.15,normal
Lower Manhattan,Friday,9,1.15,normal
Lower Manhattan,Friday,10,0.8,normal
Lower Manhattan,Friday,10,0.8,normal
Lower Manhattan,Friday,10,0.8,normal
Lower Manhattan,Friday,10,0.8,normal
Lower Manhattan,Friday,11,1.15,normal
Lower Manhattan,Friday,11,1.15,normal
Lower Manhattan,Friday,11,1.15,normal
Lower Manhattan,Friday,11,1.15,normal
Lower Manhattan,Friday,12,1.15,normal
Lower Manhattan,Friday,12,1.15,normal
Lower Manhattan,Friday,12,1.15,normal
Lower Manhattan,Friday,12,1.15,normal
Lower Manhattan,Friday,13,1.25,normal
Lower Manhattan,Friday,13,1.15,normal
Lower Manhattan,Friday,13,1.15,normal
Lower Manhattan,Friday,13,1.25,normal
Lower Manhattan,Friday,14,1.15,normal
Lower Manhattan,Friday,14,1.1,normal
Lower Manhattan,Friday,14,1.1,normal
Lower Manhattan,Friday,14,1.15,normal
Lower Manhattan,Friday,15,1.0,normal
Lower Manhattan,Friday,15,1.1,normal
Lower Manhattan,Friday,15,1.1,normal
Lower Manhattan,Friday,15,1.15,normal
Lower Manhattan,Friday,16,1.1,normal
Lower Manhattan,Friday,16,1.15,normal
Lower Manhattan,Friday,16,1.1,normal
Lower Manhattan,Friday,16,1.1,normal
Lower Manhattan,Friday,17,1.15,normal
Lower Manhattan,Friday,17,1.15,normal
Lower Manhattan,Friday,17,1.15,normal
Lower Manhattan,Friday,17,1.1,normal
Lower Manhattan,Friday,18,1.25,normal
Lower Manhattan,Friday,18,1.25,normal
Lower Manhattan,Friday,18,1.25,normal
Lower Manhattan,Friday,18,1.25,normal
Lower Manhattan,Friday,19,1.25,normal
Lower Manhattan,Friday,19,1.25,normal
Lower Manhattan,Friday,20,1.25,normal
Lower Manhattan,Monday,6,1.15,peak
Lower Manhattan,Monday,6,1.15,normal
Lower Manhattan,Monday,6,1.15,peak
Lower Manhattan,Monday,7,1.15,peak
Lower Manhattan,Monday,7,1.25,peak
Lower Manhattan,Monday,7,1.25,normal
Lower Manhattan,Monday,7,1.25,peak
Lower Manhattan,Monday,8,1.25,peak
Lower Manhattan,Monday,8,1.25,peak
Lower Manhattan,Monday,8,1.25,peak
Lower Manhattan,Monday,8,1.15,peak
Lower Manhattan,Monday,9,1.15,normal
Lower Manhattan,Monday,9,1.25,peak
Lower Manhattan,Monday,9,1.15,peak
Lower Manhattan,Monday,9,1.25,peak
Lower Manhattan,Monday,10,0.8,normal
Lower Manhattan,Monday,10,0.8,normal
Lower Manhattan,Monday,10,0.8,normal
Lower Manhattan,Monday,10,0.8,normal
Lower Manhattan,Monday,11,1.15,normal
Lower Manhattan,Monday,11,1.1,normal
Lower Manhattan,Monday,11,1.15,normal
Lower Manhattan,Monday,11,1.1,normal
Lower Manhattan,Monday,12,1.1,normal
Lower Manhattan,Monday,12,1.0,normal
Lower Manhattan,Monday,12,1.1,normal
Lower Manhattan,Monday,12,1.1,normal
Lower Manhattan,Monday,13,1.1,normal
Lower Manhattan,Monday,13,1.1,normal
Lower Manhattan,Monday,13,1.15,normal
Lower Manhattan,Monday,13,1.15,normal
Lower Manhattan,Monday,14,1.1,normal
Lower Manhattan,Monday,14,1.1,normal
Lower Manhattan,Monday,14,1.1,normal
Lower Manhattan,Monday,14,1.1,normal
Lower Manhattan,Monday,15,1.1,normal
Lower Manhattan,Monday,15,1.1,normal
Lower Manhattan,Monday,15,1.0,normal
Lower Manhattan,Monday,15,1.0,normal
Lower Manhattan,Monday,16,1.1,normal
Lower Manhattan,Monday,16,1.1,normal
Lower Manhattan,Monday,16,1.1,normal
Lower Manhattan,Monday,16,1.1,normal
Lower Manhattan,Monday,17,1.0,normal
Lower Manhattan,Monday,17,1.0,normal
Lower Manhattan,Monday,17,1.1,normal
Lower Manhattan,Monday,17,1.1,normal
Lower Manhattan,Monday,18,1.25,normal
Lower Manhattan,Monday,18,1.25,normal
Lower Manhattan,Monday,18,1.25,normal
Lower Manhattan,Monday,18,1.25,normal
Lower Manhattan,Saturday,6,1.1,normal
Lower Manhattan,Saturday,6,1.15,normal
Lower Manhattan,Saturday,6,1.15,normal
Lower Manhattan,Saturday,7,1.25,normal
Lower Manhattan,Saturday,7,1.25,normal
Lower Manhattan,Saturday,7,1.15,normal
Lower Manhattan,Saturday,8,1.15,peak
Lower Manhattan,Saturday,8,1.25,peak
Lower Manhattan,Saturday,8,1.15,peak
Lower Manhattan,Saturday,9,1.25,peak
Lower Manhattan,Saturday,9,1.25,peak
Lower Manhattan,Saturday,9,1.25,peak
Lower Manhattan,Saturday,10,0.8,normal
Lower Manhattan,Saturday,10,0.8,normal
Lower Manhattan,Saturday,10,0.8,normal
Lower Manhattan,Saturday,11,1.15,normal
Lower Manhattan,Saturday,11,1.1,normal
Lower Manhattan,Saturday,11,1.15,normal
Lower Manhattan,Saturday,12,1.15,normal
Lower Manhattan,Saturday,12,1.1,normal
Lower Manhattan,Saturday,12,1.15,normal
Lower Manhattan,Saturday,13,1.15,normal
Lower Manhattan,Saturday,13,1.15,normal
Lower Manhattan,Saturday,13,1.15,normal
Lower Manhattan,Saturday,14,1.1,normal
Lower Manhattan,Saturday,14,1.1,normal
Lower Manhattan,Saturday,14,1.15,normal
Lower Manhattan,Saturday,15,1.1,normal
Lower Manhattan,Saturday,15,1.1,normal
Lower Manhattan,Saturday,15,1.1,normal
Lower Manhattan,Saturday,16,1.15,normal
Lower Manhattan,Saturday,16,1.1,normal
Lower Manhattan,Saturday,16,1.1,normal
Lower Manhattan,Saturday,17,1.15,normal
Lower Manhattan,Saturday,17,1.15,normal
Lower Manhattan,Saturday,17,1.15,normal
Lower Manhattan,Saturday,18,1.25,normal
Lower Manhattan,Saturday,18,1.25,normal
Lower Manhattan,Saturday,18,1.25,normal
Lower Manhattan,Sunday,6,1.1,normal
Lower Manhattan,Sunday,6,1.15,peak
Lower Manhattan,Sunday,6,1.1,normal
Lower Manhattan,Sunday,7,1.1,normal
Lower Manhattan,Sunday,7,1.15,normal
Lower Manhattan,Sunday,7,1.25,peak
Lower Manhattan,Sunday,7,1.25,normal
Lower Manhattan,Sunday,8,1.15,normal
Lower Manhattan,Sunday,8,1.25,peak
Lower Manhattan,Sunday,8,1.25,peak
Lower Manhattan,Sunday,8,1.15,peak
Lower Manhattan,Sunday,9,1.25,normal
Lower Manhattan,Sunday,9,1.25,peak
Lower Manhattan,Sunday,9,1.25,peak
Lower Manhattan,Sunday,9,1.25,peak
Lower Manhattan,Sunday,10,0.8,normal
Lower Manhattan,Sunday,10,0.8,normal
Lower Manhattan,Sunday,10,0.8,normal
Lower Manhattan,Sunday,10,0.8,normal
Lower Manhattan,Sunday,11,1.1,normal
Lower Manhattan,Sunday,11,1.0,normal
Lower Manhattan,Sunday,11,1.1,normal
Lower Manhattan,Sunday,11,1.1,normal
Lower Manhattan,Sunday,12,1.1,normal
Lower Manhattan,Sunday,12,1.1,normal
Lower Manhattan,Sunday,12,1.1,normal
Lower Manhattan,Sunday,12,1.1,normal
Lower Manhattan,Sunday,13,1.15,normal
Lower Manhattan,Sunday,13,1.15,normal
Lower Manhattan,Sunday,13,1.1,normal
Lower Manhattan,Sunday,13,1.15,normal
Lower Manhattan,Sunday,14,1.1,normal
Lower Manhattan,Sunday,14,1.1,normal
Lower Manhattan,Sunday,14,1.1,normal
Lower Manhattan,Sunday,14,1.0,normal
Lower Manhattan,Sunday,15,1.0,normal
Lower Manhattan,Sunday,15,1.0,normal
Lower Manhattan,Sunday,15,1.1,normal
Lower Manhattan,Sunday,15,1.1,normal
Lower Manhattan,Sunday,16,1.0,normal
Lower Manhattan,Sunday,16,1.1,normal
Lower Manhattan,Sunday,16,1.1,normal
Lower Manhattan,Sunday,16,1.1,normal
Lower Manhattan,Sunday,17,1.1,normal
Lower Manhattan,Sunday,17,1.0,normal
Lower Manhattan,Sunday,17,1.1,normal
Lower Manhattan,Sunday,17,1.0,normal
Lower Manhattan,Sunday,18,1.25,normal
Lower Manhattan,Sunday,18,1.25,normal
Lower Manhattan,Sunday,18,1.25,normal
Lower Manhattan,Sunday,18,1.25,normal
Lower Manhattan,Thursday,6,1.15,normal
Lower Manhattan,Thursday,6,1.15,normal
Lower Manhattan,Thursday,7,1.15,normal
Lower Manhattan,Thursday,7,1.25,normal
Lower Manhattan,Thursday,7,1.15,normal
Lower Manhattan,Thursday,7,1.1,normal
Lower Manhattan,Thursday,8,1.25,normal
Lower Manhattan,Thursday,8,1.25,peak
Lower Manhattan,Thursday,8,1.25,peak
Lower Manhattan,Thursday,8,1.1,normal
Lower Manhattan,Thursday,9,1.25,peak
Lower Manhattan,Thursday,9,1.15,normal
Lower Manhattan,Thursday,9,1.25,peak
Lower Manhattan,Thursday,9,1.1,normal
Lower Manhattan,Thursday,10,0.8,normal
Lower Manhattan,Thursday,10,0.9,normal
Lower Manhattan,Thursday,10,0.8,normal
Lower Manhattan,Thursday,10,0.8,normal
Lower Manhattan,Thursday,11,1.15,normal
Lower Manhattan,Thursday,11,1.25,normal
Lower Manhattan,Thursday,11,1.15,normal
Lower Manhattan,Thursday,11,1.15,normal
Lower Manhattan,Thursday,12,1.15,normal
Lower Manhattan,Thursday,12,1.15,normal
Lower Manhattan,Thursday,12,1.15,normal
Lower Manhattan,Thursday,12,1.25,normal
Lower Manhattan,Thursday,13,1.25,normal
Lower Manhattan,Thursday,13,1.25,normal
Lower Manhattan,Thursday,13,1.15,normal
Lower Manhattan,Thursday,13,1.15,normal
Lower Manhattan,Thursday,14,1.1,normal
Lower Manhattan,Thursday,14,1.15,normal
Lower Manhattan,Thursday,14,1.15,normal
Lower Manhattan,Thursday,14,1.15,normal
Lower Manhattan,Thursday,15,1.15,normal
Lower Manhattan,Thursday,15,1.15,normal
Lower Manhattan,Thursday,15,1.15,normal
Lower Manhattan,Thursday,15,1.15,normal
Lower Manhattan,Thursday,16,1.25,normal
Lower Manhattan,Thursday,16,1.15,normal
Lower Manhattan,Thursday,16,1.25,normal
Lower Manhattan,Thursday,16,1.15,normal
Lower Manhattan,Thursday,17,1.25,normal
Lower Manhattan,Thursday,17,1.15,normal
Lower Manhattan,Thursday,17,1.25,normal
Lower Manhattan,Thursday,17,1.25,normal
Lower Manhattan,Thursday,18,1.25,normal
Lower Manhattan,Thursday,18,1.25,normal
Lower Manhattan,Thursday,18,1.25,normal
Lower Manhattan,Thursday,18,1.25,normal
Lower Manhattan,Thursday,19,1.25,peak
Lower Manhattan,Thursday,20,1.25,peak
Lower Manhattan,Tuesday,7,1.15,peak
Lower Manhattan,Tuesday,7,1.15,peak
Lower Manhattan,Tuesday,7,1.15,peak
Lower Manhattan,Tuesday,7,1.15,peak
Lower Manhattan,Tuesday,8,1.15,peak
Lower Manhattan,Tuesday,8,1.25,peak
Lower Manhattan,Tuesday,8,1.25,peak
Lower Manhattan,Tuesday,8,1.15,peak
Lower Manhattan,Tuesday,9,1.1,normal
Lower Manhattan,Tuesday,9,1.25,peak
Lower Manhattan,Tuesday,9,1.25,peak
Lower Manhattan,Tuesday,9,1.25,peak
Lower Manhattan,Tuesday,10,0.8,normal
Lower Manhattan,Tuesday,10,0.8,normal
Lower Manhattan,Tuesday,10,0.8,normal
Lower Manhattan,Tuesday,10,0.8,normal
Lower Manhattan,Tuesday,11,1.15,normal
Lower Manhattan,Tuesday,11,1.1,normal
Lower Manhattan,Tuesday,11,1.1,normal
Lower Manhattan,Tuesday,11,1.1,normal
Lower Manhattan,Tuesday,12,1.1,normal
Lower Manhattan,Tuesday,12,1.0,normal
Lower Manhattan,Tuesday,12,1.1,normal
Lower Manhattan,Tuesday,12,1.15,normal
Lower Manhattan,Tuesday,13,1.15,normal
Lower Manhattan,Tuesday,13,1.15,normal
Lower Manhattan,Tuesday,13,1.15,normal
Lower Manhattan,Tuesday,13,1.15,normal
Lower Manhattan,Tuesday,14,1.1,normal
Lower Manhattan,Tuesday,14,1.1,normal
Lower Manhattan,Tuesday,14,1.0,normal
Lower Manhattan,Tuesday,14,1.1,normal
Lower Manhattan,Tuesday,15,1.0,normal
Lower Manhattan,Tuesday,15,1.1,normal
Lower Manhattan,Tuesday,15,1.0,normal
Lower Manhattan,Tuesday,15,1.1,normal
Lower Manhattan,Tuesday,16,1.15,normal
Lower Manhattan,Tuesday,16,1.15,normal
Lower Manhattan,Tuesday,16,1.1,normal
Lower Manhattan,Tuesday,16,1.1,normal
Lower Manhattan,Tuesday,17,1.1,normal
Lower Manhattan,Tuesday,17,1.1,normal
Lower Manhattan,Tuesday,17,1.15,normal
Lower Manhattan,Tuesday,17,1.1,normal
Lower Manhattan,Tuesday,18,1.25,normal
Lower Manhattan,Tuesday,18,1.25,normal
Lower Manhattan,Tuesday,18,1.25,normal
Lower Manhattan,Tuesday,18,1.25,normal
Lower Manhattan,Wednesday,6,1.15,normal
Lower Manhattan,Wednesday,7,1.15,normal
Lower Manhattan,Wednesday,7,1.1,normal
Lower Manhattan,Wednesday,7,1.15,normal
Lower Manhattan,Wednesday,7,1.1,normal
Lower Manhattan,Wednesday,8,1.15,normal
Lower Manhattan,Wednesday,8,1.15,normal
Lower Manhattan,Wednesday,8,1.25,normal
Lower Manhattan,Wednesday,8,1.1,normal
Lower Manhattan,Wednesday,9,1.15,normal
Lower Manhattan,Wednesday,9,1.15,normal
Lower Manhattan,Wednesday,9,1.25,peak
Lower Manhattan,Wednesday,9,1.15,normal
Lower Manhattan,Wednesday,10,0.8,normal
Lower Manhattan,Wednesday,10,0.8,normal
Lower Manhattan,Wednesday,10,0.8,normal
Lower Manhattan,Wednesday,10,0.8,normal
Lower Manhattan,Wednesday,11,1.15,normal
Lower Manhattan,Wednesday,11,1.15,normal
Lower Manhattan,Wednesday,11,1.15,normal
Lower Manhattan,Wednesday,11,1.15,normal
Lower Manhattan,Wednesday,12,1.15,normal
Lower Manhattan,Wednesday,12,1.1,normal
Lower Manhattan,Wednesday,12,1.15,normal
Lower Manhattan,Wednesday,12,1.15,normal
Lower Manhattan,Wednesday,13,1.1,normal
Lower Manhattan,Wednesday,13,1.15,normal
Lower Manhattan,Wednesday,13,1.25,normal
Lower Manhattan,Wednesday,14,1.15,normal
Lower Manhattan,Wednesday,14,1.1,normal
Lower Manhattan,Wednesday,14,1.15,normal
Lower Manhattan,Wednesday,15,1.15,normal
Lower Manhattan,Wednesday,15,1.1,normal
Lower Manhattan,Wednesday,15,1.15,normal
Lower Manhattan,Wednesday,16,1.15,normal
Lower Manhattan,Wednesday,16,1.1,normal
Lower Manhattan,Wednesday,16,1.1,normal
Lower Manhattan,Wednesday,17,1.15,normal
Lower Manhattan,Wednesday,17,1.1,normal
Lower Manhattan,Wednesday,17,1.15,normal
Lower Manhattan,Wednesday,18,1.25,normal
Lower Manhattan,Wednesday,18,1.25,normal
Lower Manhattan,Wednesday,18,1.25,normal
