store,ts,family,units_to_prep
Astoria,2023-06-29 11:00:00,Coffee beans,4.323324993785561
Astoria,2023-06-29 11:00:00,Drinking Chocolate,4.323324993785561
Astoria,2023-06-29 11:00:00,Flavours,4.323324993785561
Astoria,2023-06-29 11:00:00,Tea,4.323324993785561
Astoria,2023-06-29 12:00:00,Bakery,4.238485699912616
Astoria,2023-06-29 12:00:00,Coffee,4.238485699912616
Astoria,2023-06-29 12:00:00,Coffee beans,4.238485699912616
Astoria,2023-06-29 12:00:00,Drinking Chocolate,4.238485699912616
Astoria,2023-06-29 12:00:00,Flavours,4.238485699912616
Astoria,2023-06-29 12:00:00,Tea,4.238485699912616
Astoria,2023-06-29 13:00:00,Bakery,6.433083524941481
Astoria,2023-06-29 13:00:00,Coffee,6.433083524941481
Astoria,2023-06-29 13:00:00,Coffee beans,6.433083524941481
Astoria,2023-06-29 13:00:00,Drinking Chocolate,6.433083524941481
Astoria,2023-06-29 13:00:00,Flavours,6.433083524941481
Astoria,2023-06-29 13:00:00,Tea,6.433083524941481
Astoria,2023-06-29 14:00:00,Bakery,3.421946257226031
Astoria,2023-06-29 14:00:00,Coffee,3.421946257226031
Astoria,2023-06-29 14:00:00,Coffee beans,3.421946257226031
Astoria,2023-06-29 14:00:00,Drinking Chocolate,3.421946257226031
Astoria,2023-06-29 14:00:00,Flavours,3.421946257226031
Astoria,2023-06-29 14:00:00,Tea,3.421946257226031
Astoria,2023-06-29 15:00:00,Bakery,4.4842973899777405
Astoria,2023-06-29 15:00:00,Coffee,4.4842973899777405
Astoria,2023-06-29 15:00:00,Coffee beans,4.4842973899777405
Astoria,2023-06-29 15:00:00,Drinking Chocolate,4.4842973899777405
Astoria,2023-06-29 15:00:00,Flavours,4.4842973899777405
Astoria,2023-06-29 15:00:00,Tea,4.4842973899777405
Astoria,2023-06-29 16:00:00,Bakery,4.173516711231033
Astoria,2023-06-29 16:00:00,Coffee,4.173516711231033
Astoria,2023-06-29 16:00:00,Coffee beans,4.173516711231033
Astoria,2023-06-29 16:00:00,Drinking Chocolate,4.173516711231033
Astoria,2023-06-29 16:00:00,Flavours,4.173516711231033
Astoria,2023-06-29 16:00:00,Tea,4.173516711231033
Astoria,2023-06-29 17:00:00,Bakery,5.65722992846149
Astoria,2023-06-29 17:00:00,Coffee,5.65722992846149
Astoria,2023-06-29 17:00:00,Coffee beans,5.65722992846149
Astoria,2023-06-29 17:00:00,Drinking Chocolate,5.65722992846149
Astoria,2023-06-29 17:00:00,Flavours,5.65722992846149
Astoria,2023-06-29 17:00:00,Tea,5.65722992846149
Astoria,2023-06-29 18:00:00,Bakery,4.08218424194588
Astoria,2023-06-29 18:00:00,Coffee,4.08218424194588
Astoria,2023-06-29 18:00:00,Coffee beans,4.08218424194588
Astoria,2023-06-29 18:00:00,Drinking Chocolate,4.08218424194588
Astoria,2023-06-29 18:00:00,Flavours,4.08218424194588
Astoria,2023-06-29 18:00:00,Tea,4.08218424194588
Astoria,2023-06-29 19:00:00,Bakery,6.765801282007143
Astoria,2023-06-29 19:00:00,Coffee,6.765801282007143
Astoria,2023-06-29 19:00:00,Coffee beans,6.765801282007143
Astoria,2023-06-29 19:00:00,Drinking Chocolate,6.765801282007143
Astoria,2023-06-29 19:00:00,Flavours,6.765801282007143
Astoria,2023-06-29 19:00:00,Tea,6.765801282007143
Astoria,2023-06-30 07:00:00,Bakery,7.468845910640691
Astoria,2023-06-30 07:00:00,Coffee,7.468845910640691
Astoria,2023-06-30 07:00:00,Coffee beans,7.468845910640691
Astoria,2023-06-30 07:00:00,Drinking Chocolate,7.468845910640691
Astoria,2023-06-30 07:00:00,Flavours,7.468845910640691
Astoria,2023-06-30 07:00:00,Tea,7.468845910640691
Astoria,2023-06-30 08:00:00,Bakery,3.7808839562824
Astoria,2023-06-30 08:00:00,Coffee,3.7808839562824
Astoria,2023-06-30 08:00:00,Coffee beans,3.7808839562824
Astoria,2023-06-30 08:00:00,Drinking Chocolate,3.7808839562824
Astoria,2023-06-30 08:00:00,Flavours,3.7808839562824
Astoria,2023-06-30 08:00:00,Tea,3.7808839562824
Astoria,2023-06-30 09:00:00,Bakery,7.379166036326265
Astoria,2023-06-30 09:00:00,Coffee,7.379166036326265
Astoria,2023-06-30 09:00:00,Coffee beans,7.379166036326265
Astoria,2023-06-30 09:00:00,Drinking Chocolate,7.379166036326265
Astoria,2023-06-30 09:00:00,Flavours,7.379166036326265
Astoria,2023-06-30 09:00:00,Tea,7.379166036326265
Astoria,2023-06-30 10:00:00,Bakery,4.976409230946845
Astoria,2023-06-30 10:00:00,Coffee,4.976409230946845
Astoria,2023-06-30 10:00:00,Coffee beans,4.976409230946845
Astoria,2023-06-30 10:00:00,Drinking Chocolate,4.976409230946845
Astoria,2023-06-30 10:00:00,Flavours,4.976409230946845
Astoria,2023-06-30 10:00:00,Tea,4.976409230946845
Astoria,2023-06-30 11:00:00,Bakery,3.22351240432254
Astoria,2023-06-30 11:00:00,Coffee,3.22351240432254
Astoria,2023-06-30 11:00:00,Coffee beans,3.22351240432254
Astoria,2023-06-30 11:00:00,Drinking Chocolate,3.22351240432254
Astoria,2023-06-30 11:00:00,Flavours,3.22351240432254
Astoria,2023-06-30 11:00:00,Tea,3.22351240432254
Astoria,2023-06-30 12:00:00,Bakery,3.74133298707314
Astoria,2023-06-30 12:00:00,Coffee,3.74133298707314
Astoria,2023-06-30 12:00:00,Coffee beans,3.74133298707314
Astoria,2023-06-30 12:00:00,Drinking Chocolate,3.74133298707314
Astoria,2023-06-30 12:00:00,Flavours,3.74133298707314
Astoria,2023-06-30 12:00:00,Tea,3.74133298707314
Astoria,2023-06-30 13:00:00,Bakery,4.460106459829158
Astoria,2023-06-30 13:00:00,Coffee,4.460106459829158
Astoria,2023-06-30 13:00:00,Coffee beans,4.460106459829158
Astoria,2023-06-30 13:00:00,Drinking Chocolate,4.460106459829158
Astoria,2023-06-30 13:00:00,Flavours,4.460106459829158
Astoria,2023-06-30 13:00:00,Tea,4.460106459829158
Astoria,2023-06-30 14:00:00,Bakery,3.383549934731482
Astoria,2023-06-30 14:00:00,Coffee,3.383549934731482
Astoria,2023-06-30 14:00:00,Coffee beans,3.383549934731482
Astoria,2023-06-30 14:00:00,Drinking Chocolate,3.383549934731482
Astoria,2023-06-30 14:00:00,Flavours,3.383549934731482
Astoria,2023-06-30 14:00:00,Tea,3.383549934731482
Astoria,2023-06-30 15:00:00,Bakery,3.24926061971453
Astoria,2023-06-30 15:00:00,Coffee,3.24926061971453
Astoria,2023-06-30 15:00:00,Coffee beans,3.24926061971453
Astoria,2023-06-30 15:00:00,Drinking Chocolate,3.24926061971453
Astoria,2023-06-30 15:00:00,Flavours,3.24926061971453
Astoria,2023-06-30 15:00:00,Tea,3.24926061971453
Astoria,2023-06-30 16:00:00,Bakery,3.8145903171566347
Astoria,2023-06-30 16:00:00,Coffee,3.8145903171566347
Astoria,2023-06-30 16:00:00,Coffee beans,3.8145903171566347
Astoria,2023-06-30 16:00:00,Drinking Chocolate,3.8145903171566347
Astoria,2023-06-30 16:00:00,Flavours,3.8145903171566347
Astoria,2023-06-30 16:00:00,Tea,3.8145903171566347
Astoria,2023-06-30 17:00:00,Bakery,3.796442609702889
Astoria,2023-06-30 17:00:00,Coffee,3.796442609702889
Astoria,2023-06-30 17:00:00,Coffee beans,3.796442609702889
Astoria,2023-06-30 17:00:00,Drinking Chocolate,3.796442609702889
Astoria,2023-06-30 17:00:00,Flavours,3.796442609702889
Astoria,2023-06-30 17:00:00,Tea,3.796442609702889
Astoria,2023-06-30 18:00:00,Bakery,4.183730865457459
Astoria,2023-06-30 18:00:00,Coffee,4.183730865457459
Astoria,2023-06-30 18:00:00,Coffee beans,4.183730865457459
Astoria,2023-06-30 18:00:00,Drinking Chocolate,4.183730865457459
Astoria,2023-06-30 18:00:00,Flavours,4.183730865457459
Astoria,2023-06-30 18:00:00,Tea,4.183730865457459
Hell's Kitchen,2023-06-04 09:00:00,Bakery,7.815193838676643
Hell's Kitchen,2023-06-04 09:00:00,Coffee,7.815193838676643
Hell's Kitchen,2023-06-04 09:00:00,Coffee beans,7.815193838676643
Hell's Kitchen,2023-06-04 09:00:00,Drinking Chocolate,7.815193838676643
Hell's Kitchen,2023-06-04 09:00:00,Flavours,7.815193838676643
Hell's Kitchen,2023-06-04 09:00:00,Tea,7.815193838676643
Hell's Kitchen,2023-06-04 10:00:00,Bakery,3.962309922789577
Hell's Kitchen,2023-06-04 10:00:00,Coffee,3.962309922789577
Hell's Kitchen,2023-06-04 10:00:00,Coffee beans,3.962309922789577
Hell's Kitchen,2023-06-04 10:00:00,Drinking Chocolate,3.962309922789577
Hell's Kitchen,2023-06-04 10:00:00,Flavours,3.962309922789577
Hell's Kitchen,2023-06-04 10:00:00,Tea,3.962309922789577
Hell's Kitchen,2023-06-04 11:00:00,Bakery,2.0654043223746594
Hell's Kitchen,2023-06-04 11:00:00,Coffee,2.0654043223746594
Hell's Kitchen,2023-06-04 11:00:00,Coffee beans,2.0654043223746594
Hell's Kitchen,2023-06-04 11:00:00,Drinking Chocolate,2.0654043223746594
Hell's Kitchen,2023-06-04 11:00:00,Flavours,2.0654043223746594
Hell's Kitchen,2023-06-04 11:00:00,Tea,2.0654043223746594
Hell's Kitchen,2023-06-04 12:00:00,Bakery,2.0047245681515107
Hell's Kitchen,2023-06-04 12:00:00,Coffee,2.0047245681515107
Hell's Kitchen,2023-06-04 12:00:00,Coffee beans,2.0047245681515107
Hell's Kitchen,2023-06-04 12:00:00,Drinking Chocolate,2.0047245681515107
Hell's Kitchen,2023-06-04 12:00:00,Flavours,2.0047245681515107
Hell's Kitchen,2023-06-04 12:00:00,Tea,2.0047245681515107
Hell's Kitchen,2023-06-04 13:00:00,Bakery,2.304474162965026
Hell's Kitchen,2023-06-04 13:00:00,Coffee,2.304474162965026
Hell's Kitchen,2023-06-04 13:00:00,Coffee beans,2.304474162965026
Hell's Kitchen,2023-06-04 13:00:00,Drinking Chocolate,2.304474162965026
Hell's Kitchen,2023-06-04 13:00:00,Flavours,2.304474162965026
Hell's Kitchen,2023-06-04 13:00:00,Tea,2.304474162965026
Hell's Kitchen,2023-06-04 14:00:00,Bakery,2.067180023455847
Hell's Kitchen,2023-06-04 14:00:00,Coffee,2.067180023455847
Hell's Kitchen,2023-06-04 14:00:00,Coffee beans,2.067180023455847
Hell's Kitchen,2023-06-04 14:00:00,Drinking Chocolate,2.067180023455847
Hell's Kitchen,2023-06-04 14:00:00,Flavours,2.067180023455847
Hell's Kitchen,2023-06-04 14:00:00,Tea,2.067180023455847
Hell's Kitchen,2023-06-04 15:00:00,Bakery,2.9038643010928062
Hell's Kitchen,2023-06-04 15:00:00,Coffee,2.9038643010928062
Hell's Kitchen,2023-06-04 15:00:00,Coffee beans,2.9038643010928062
Hell's Kitchen,2023-06-04 15:00:00,Drinking Chocolate,2.9038643010928062
Hell's Kitchen,2023-06-04 15:00:00,Flavours,2.9038643010928062
Hell's Kitchen,2023-06-04 15:00:00,Tea,2.9038643010928062
Hell's Kitchen,2023-06-04 16:00:00,Bakery,2.771228529968501
Hell's Kitchen,2023-06-04 16:00:00,Coffee,2.771228529968501
Hell's Kitchen,2023-06-04 16:00:00,Coffee beans,2.771228529968501
Hell's Kitchen,2023-06-04 16:00:00,Drinking Chocolate,2.771228529968501
Hell's Kitchen,2023-06-04 16:00:00,Flavours,2.771228529968501
Hell's Kitchen,2023-06-04 16:00:00,Tea,2.771228529968501
Hell's Kitchen,2023-06-04 17:00:00,Bakery,2.507483842572387
Hell's Kitchen,2023-06-04 17:00:00,Coffee,2.507483842572387
Hell's Kitchen,2023-06-04 17:00:00,Coffee beans,2.507483842572387
Hell's Kitchen,2023-06-04 17:00:00,Drinking Chocolate,2.507483842572387
Hell's Kitchen,2023-06-04 17:00:00,Flavours,2.507483842572387
Hell's Kitchen,2023-06-04 17:00:00,Tea,2.507483842572387
Hell's Kitchen,2023-06-04 18:00:00,Bakery,2.405589486275318
Hell's Kitchen,2023-06-04 18:00:00,Coffee,2.405589486275318
Hell's Kitchen,2023-06-04 18:00:00,Coffee beans,2.405589486275318
Hell's Kitchen,2023-06-04 18:00:00,Drinking Chocolate,2.405589486275318
Hell's Kitchen,2023-06-04 18:00:00,Flavours,2.405589486275318
Hell's Kitchen,2023-06-04 18:00:00,Tea,2.405589486275318
Hell's Kitchen,2023-06-04 19:00:00,Bakery,4.765870928849226
Hell's Kitchen,2023-06-04 19:00:00,Coffee,4.765870928849226
Hell's Kitchen,2023-06-04 19:00:00,Coffee beans,4.765870928849226
Hell's Kitchen,2023-06-04 19:00:00,Drinking Chocolate,4.765870928849226
Hell's Kitchen,2023-06-04 19:00:00,Flavours,4.765870928849226
Hell's Kitchen,2023-06-04 19:00:00,Tea,4.765870928849226
Hell's Kitchen,2023-06-05 08:00:00,Bakery,10.263378088772376
Hell's Kitchen,2023-06-05 08:00:00,Coffee,10.263378088772376
Hell's Kitchen,2023-06-05 08:00:00,Coffee beans,10.263378088772376
Hell's Kitchen,2023-06-05 08:00:00,Drinking Chocolate,10.263378088772376
Hell's Kitchen,2023-06-05 08:00:00,Flavours,10.263378088772376
Hell's Kitchen,2023-06-05 08:00:00,Tea,10.263378088772376
Hell's Kitchen,2023-06-05 09:00:00,Bakery,7.841253099539761
Hell's Kitchen,2023-06-05 09:00:00,Coffee,7.841253099539761
Hell's Kitchen,2023-06-05 09:00:00,Coffee beans,7.841253099539761
Hell's Kitchen,2023-06-05 09:00:00,Drinking Chocolate,7.841253099539761
Hell's Kitchen,2023-06-05 09:00:00,Flavours,7.841253099539761
Hell's Kitchen,2023-06-05 09:00:00,Tea,7.841253099539761
Hell's Kitchen,2023-06-05 10:00:00,Bakery,5.176280919881465
Hell's Kitchen,2023-06-05 10:00:00,Coffee,5.176280919881465
Hell's Kitchen,2023-06-05 10:00:00,Coffee beans,5.176280919881465
Hell's Kitchen,2023-06-05 10:00:00,Drinking Chocolate,5.176280919881465
Hell's Kitchen,2023-06-05 10:00:00,Flavours,5.176280919881465
Hell's Kitchen,2023-06-05 10:00:00,Tea,5.176280919881465
Hell's Kitchen,2023-06-05 11:00:00,Bakery,2.210144352015352
Hell's Kitchen,2023-06-05 11:00:00,Coffee,2.210144352015352
Hell's Kitchen,2023-06-05 11:00:00,Coffee beans,2.210144352015352
Hell's Kitchen,2023-06-05 11:00:00,Drinking Chocolate,2.210144352015352
Hell's Kitchen,2023-06-05 11:00:00,Flavours,2.210144352015352
Hell's Kitchen,2023-06-05 11:00:00,Tea,2.210144352015352
Hell's Kitchen,2023-06-05 12:00:00,Bakery,2.095717000436585
Hell's Kitchen,2023-06-05 12:00:00,Coffee,2.095717000436585
Hell's Kitchen,2023-06-05 12:00:00,Coffee beans,2.095717000436585
Hell's Kitchen,2023-06-05 12:00:00,Drinking Chocolate,2.095717000436585
Hell's Kitchen,2023-06-05 12:00:00,Flavours,2.095717000436585
Hell's Kitchen,2023-06-05 12:00:00,Tea,2.095717000436585
Hell's Kitchen,2023-06-05 13:00:00,Bakery,2.7751200608903024
Hell's Kitchen,2023-06-05 13:00:00,Coffee,2.7751200608903024
Hell's Kitchen,2023-06-05 13:00:00,Coffee beans,2.7751200608903024
Hell's Kitchen,2023-06-05 13:00:00,Drinking Chocolate,2.7751200608903024
Hell's Kitchen,2023-06-05 13:00:00,Flavours,2.7751200608903024
Hell's Kitchen,2023-06-05 13:00:00,Tea,2.7751200608903024
Hell's Kitchen,2023-06-05 14:00:00,Bakery,2.5423787410648435
Hell's Kitchen,2023-06-05 14:00:00,Coffee,2.5423787410648435
Hell's Kitchen,2023-06-05 14:00:00,Coffee beans,2.5423787410648435
Hell's Kitchen,2023-06-05 14:00:00,Drinking Chocolate,2.5423787410648435
Hell's Kitchen,2023-06-05 14:00:00,Flavours,2.5423787410648435
Hell's Kitchen,2023-06-05 14:00:00,Tea,2.5423787410648435
Hell's Kitchen,2023-06-05 15:00:00,Bakery,2.774132634775094
Hell's Kitchen,2023-06-05 15:00:00,Coffee,2.774132634775094
Hell's Kitchen,2023-06-05 15:00:00,Coffee beans,2.774132634775094
Hell's Kitchen,2023-06-05 15:00:00,Drinking Chocolate,2.774132634775094
Hell's Kitchen,2023-06-05 15:00:00,Flavours,2.774132634775094
Hell's Kitchen,2023-06-05 15:00:00,Tea,2.774132634775094
Hell's Kitchen,2023-06-05 16:00:00,Bakery,2.552623455249702
Hell's Kitchen,2023-06-05 16:00:00,Coffee,2.552623455249702
Hell's Kitchen,2023-06-05 16:00:00,Coffee beans,2.552623455249702
Hell's Kitchen,2023-06-05 16:00:00,Drinking Chocolate,2.552623455249702
Hell's Kitchen,2023-06-05 16:00:00,Flavours,2.552623455249702
Hell's Kitchen,2023-06-05 16:00:00,Tea,2.552623455249702
Hell's Kitchen,2023-06-05 17:00:00,Bakery,2.566985088761273
Hell's Kitchen,2023-06-05 17:00:00,Coffee,2.566985088761273
Hell's Kitchen,2023-06-05 17:00:00,Coffee beans,2.566985088761273
Hell's Kitchen,2023-06-05 17:00:00,Drinking Chocolate,2.566985088761273
Hell's Kitchen,2023-06-05 17:00:00,Flavours,2.566985088761273
Hell's Kitchen,2023-06-05 17:00:00,Tea,2.566985088761273
Hell's Kitchen,2023-06-05 18:00:00,Bakery,2.5418958642057374
Hell's Kitchen,2023-06-05 18:00:00,Coffee,2.5418958642057374
Hell's Kitchen,2023-06-05 18:00:00,Coffee beans,2.5418958642057374
Hell's Kitchen,2023-06-05 18:00:00,Drinking Chocolate,2.5418958642057374
Hell's Kitchen,2023-06-05 18:00:00,Flavours,2.5418958642057374
Hell's Kitchen,2023-06-05 18:00:00,Tea,2.5418958642057374
Hell's Kitchen,2023-06-05 19:00:00,Bakery,3.6315025920817874
Hell's Kitchen,2023-06-05 19:00:00,Coffee,3.6315025920817874
Hell's Kitchen,2023-06-05 19:00:00,Coffee beans,3.6315025920817874
Hell's Kitchen,2023-06-05 19:00:00,Drinking Chocolate,3.6315025920817874
Hell's Kitchen,2023-06-05 19:00:00,Flavours,3.6315025920817874
Hell's Kitchen,2023-06-05 19:00:00,Tea,3.6315025920817874
Hell's Kitchen,2023-06-06 08:00:00,Bakery,8.230676146293288
Hell's Kitchen,2023-06-06 08:00:00,Coffee,8.230676146293288
Hell's Kitchen,2023-06-06 08:00:00,Coffee beans,8.230676146293288
Hell's Kitchen,2023-06-06 08:00:00,Drinking Chocolate,8.230676146293288
Hell's Kitchen,2023-06-06 08:00:00,Flavours,8.230676146293288
Hell's Kitchen,2023-06-06 08:00:00,Tea,8.230676146293288
Hell's Kitchen,2023-06-06 09:00:00,Bakery,9.290502208984128
Hell's Kitchen,2023-06-06 09:00:00,Coffee,9.290502208984128
Hell's Kitchen,2023-06-06 09:00:00,Coffee beans,9.290502208984128
Hell's Kitchen,2023-06-06 09:00:00,Drinking Chocolate,9.290502208984128
Hell's Kitchen,2023-06-06 09:00:00,Flavours,9.290502208984128
Hell's Kitchen,2023-06-06 09:00:00,Tea,9.290502208984128
Hell's Kitchen,2023-06-06 10:00:00,Bakery,4.794263436803015
Hell's Kitchen,2023-06-06 10:00:00,Coffee,4.794263436803015
Hell's Kitchen,2023-06-06 10:00:00,Coffee beans,4.794263436803015
Hell's Kitchen,2023-06-06 10:00:00,Drinking Chocolate,4.794263436803015
Hell's Kitchen,2023-06-06 10:00:00,Flavours,4.794263436803015
Hell's Kitchen,2023-06-06 10:00:00,Tea,4.794263436803015
Hell's Kitchen,2023-06-06 11:00:00,Bakery,2.053594551569929
Hell's Kitchen,2023-06-06 11:00:00,Coffee,2.053594551569929
Hell's Kitchen,2023-06-06 11:00:00,Coffee beans,2.053594551569929
Hell's Kitchen,2023-06-06 11:00:00,Drinking Chocolate,2.053594551569929
Hell's Kitchen,2023-06-06 11:00:00,Flavours,2.053594551569929
Hell's Kitchen,2023-06-06 11:00:00,Tea,2.053594551569929
Hell's Kitchen,2023-06-06 12:00:00,Bakery,2.413779534691493
Hell's Kitchen,2023-06-06 12:00:00,Coffee,2.413779534691493
Hell's Kitchen,2023-06-06 12:00:00,Coffee beans,2.413779534691493
Hell's Kitchen,2023-06-06 12:00:00,Drinking Chocolate,2.413779534691493
Hell's Kitchen,2023-06-06 12:00:00,Flavours,2.413779534691493
Hell's Kitchen,2023-06-06 12:00:00,Tea,2.413779534691493
Hell's Kitchen,2023-06-06 13:00:00,Bakery,2.5052777756554225
Hell's Kitchen,2023-06-06 13:00:00,Coffee,2.5052777756554225
Hell's Kitchen,2023-06-06 13:00:00,Coffee beans,2.5052777756554225
Hell's Kitchen,2023-06-06 13:00:00,Drinking Chocolate,2.5052777756554225
Hell's Kitchen,2023-06-06 13:00:00,Flavours,2.5052777756554225
Hell's Kitchen,2023-06-06 13:00:00,Tea,2.5052777756554225
Hell's Kitchen,2023-06-06 14:00:00,Bakery,2.2001664756046817
Hell's Kitchen,2023-06-06 14:00:00,Coffee,2.2001664756046817
Hell's Kitchen,2023-06-06 14:00:00,Coffee beans,2.2001664756046817
Hell's Kitchen,2023-06-06 14:00:00,Drinking Chocolate,2.2001664756046817
Hell's Kitchen,2023-06-06 14:00:00,Flavours,2.2001664756046817
Hell's Kitchen,2023-06-06 14:00:00,Tea,2.2001664756046817
Hell's Kitchen,2023-06-06 15:00:00,Bakery,3.3561415840126005
Hell's Kitchen,2023-06-06 15:00:00,Coffee,3.3561415840126005
Hell's Kitchen,2023-06-06 15:00:00,Coffee beans,3.3561415840126005
Hell's Kitchen,2023-06-06 15:00:00,Drinking Chocolate,3.3561415840126005
Hell's Kitchen,2023-06-06 15:00:00,Flavours,3.3561415840126005
Hell's Kitchen,2023-06-06 15:00:00,Tea,3.3561415840126005
Hell's Kitchen,2023-06-06 16:00:00,Bakery,2.827477394439108
Hell's Kitchen,2023-06-06 16:00:00,Coffee,2.827477394439108
Hell's Kitchen,2023-06-06 16:00:00,Coffee beans,2.827477394439108
Hell's Kitchen,2023-06-06 16:00:00,Drinking Chocolate,2.827477394439108
Hell's Kitchen,2023-06-06 16:00:00,Flavours,2.827477394439108
Hell's Kitchen,2023-06-06 16:00:00,Tea,2.827477394439108
Hell's Kitchen,2023-06-06 17:00:00,Bakery,3.000580001838774
Hell's Kitchen,2023-06-06 17:00:00,Coffee,3.000580001838774
Hell's Kitchen,2023-06-06 17:00:00,Coffee beans,3.000580001838774
Hell's Kitchen,2023-06-06 17:00:00,Drinking Chocolate,3.000580001838774
Hell's Kitchen,2023-06-06 17:00:00,Flavours,3.000580001838774
Hell's Kitchen,2023-06-06 17:00:00,Tea,3.000580001838774
Hell's Kitchen,2023-06-06 18:00:00,Bakery,2.630262402188093
Hell's Kitchen,2023-06-06 18:00:00,Coffee,2.630262402188093
Hell's Kitchen,2023-06-06 18:00:00,Coffee beans,2.630262402188093
Hell's Kitchen,2023-06-06 18:00:00,Drinking Chocolate,2.630262402188093
Hell's Kitchen,2023-06-06 18:00:00,Flavours,2.630262402188093
Hell's Kitchen,2023-06-06 18:00:00,Tea,2.630262402188093
Hell's Kitchen,2023-06-06 19:00:00,Bakery,4.974679009279586
Hell's Kitchen,2023-06-06 19:00:00,Coffee,4.974679009279586
Hell's Kitchen,2023-06-06 19:00:00,Coffee beans,4.974679009279586
Hell's Kitchen,2023-06-06 19:00:00,Drinking Chocolate,4.974679009279586
Hell's Kitchen,2023-06-06 19:00:00,Flavours,4.974679009279586
Hell's Kitchen,2023-06-06 19:00:00,Tea,4.974679009279586
Hell's Kitchen,2023-06-07 08:00:00,Bakery,10.013204747152589
Hell's Kitchen,2023-06-07 08:00:00,Coffee,10.013204747152589
Hell's Kitchen,2023-06-07 08:00:00,Coffee beans,10.013204747152589
Hell's Kitchen,2023-06-07 08:00:00,Drinking Chocolate,10.013204747152589
Hell's Kitchen,2023-06-07 08:00:00,Flavours,10.013204747152589
Hell's Kitchen,2023-06-07 08:00:00,Tea,10.013204747152589
Hell's Kitchen,2023-06-07 09:00:00,Bakery,12.15677611074725
Hell's Kitchen,2023-06-07 09:00:00,Coffee,12.15677611074725
Hell's Kitchen,2023-06-07 09:00:00,Coffee beans,12.15677611074725
Hell's Kitchen,2023-06-07 09:00:00,Drinking Chocolate,12.15677611074725
Hell's Kitchen,2023-06-07 09:00:00,Flavours,12.15677611074725
Hell's Kitchen,2023-06-07 09:00:00,Tea,12.15677611074725
Hell's Kitchen,2023-06-07 10:00:00,Bakery,4.053784235397865
Hell's Kitchen,2023-06-07 10:00:00,Coffee,4.053784235397865
Hell's Kitchen,2023-06-07 10:00:00,Coffee beans,4.053784235397865
Hell's Kitchen,2023-06-07 10:00:00,Drinking Chocolate,4.053784235397865
Hell's Kitchen,2023-06-07 10:00:00,Flavours,4.053784235397865
Hell's Kitchen,2023-06-07 10:00:00,Tea,4.053784235397865
Hell's Kitchen,2023-06-07 11:00:00,Bakery,2.865400444530572
Hell's Kitchen,2023-06-07 11:00:00,Coffee,2.865400444530572
Hell's Kitchen,2023-06-07 11:00:00,Coffee beans,2.865400444530572
Hell's Kitchen,2023-06-07 11:00:00,Drinking Chocolate,2.865400444530572
Hell's Kitchen,2023-06-07 11:00:00,Flavours,2.865400444530572
Hell's Kitchen,2023-06-07 11:00:00,Tea,2.865400444530572
Hell's Kitchen,2023-06-07 12:00:00,Bakery,2.572956633315989
Hell's Kitchen,2023-06-07 12:00:00,Coffee,2.572956633315989
Hell's Kitchen,2023-06-07 12:00:00,Coffee beans,2.572956633315989
Hell's Kitchen,2023-06-07 12:00:00,Drinking Chocolate,2.572956633315989
Hell's Kitchen,2023-06-07 12:00:00,Flavours,2.572956633315989
Hell's Kitchen,2023-06-07 12:00:00,Tea,2.572956633315989
Hell's Kitchen,2023-06-07 13:00:00,Bakery,2.64556256836355
Hell's Kitchen,2023-06-07 13:00:00,Coffee,2.64556256836355
Hell's Kitchen,2023-06-07 13:00:00,Coffee beans,2.64556256836355
Hell's Kitchen,2023-06-07 13:00:00,Drinking Chocolate,2.64556256836355
Hell's Kitchen,2023-06-07 13:00:00,Flavours,2.64556256836355
Hell's Kitchen,2023-06-07 13:00:00,Tea,2.64556256836355
Hell's Kitchen,2023-06-07 14:00:00,Bakery,2.4783296564347865
Hell's Kitchen,2023-06-07 14:00:00,Coffee,2.4783296564347865
Hell's Kitchen,2023-06-07 14:00:00,Coffee beans,2.4783296564347865
Hell's Kitchen,2023-06-07 14:00:00,Drinking Chocolate,2.4783296564347865
Hell's Kitchen,2023-06-07 14:00:00,Flavours,2.4783296564347865
Hell's Kitchen,2023-06-07 14:00:00,Tea,2.4783296564347865
Hell's Kitchen,2023-06-07 15:00:00,Bakery,2.4848281355849458
Hell's Kitchen,2023-06-07 15:00:00,Coffee,2.4848281355849458
Hell's Kitchen,2023-06-07 15:00:00,Coffee beans,2.4848281355849458
Hell's Kitchen,2023-06-07 15:00:00,Drinking Chocolate,2.4848281355849458
Hell's Kitchen,2023-06-07 15:00:00,Flavours,2.4848281355849458
Hell's Kitchen,2023-06-07 15:00:00,Tea,2.4848281355849458
Hell's Kitchen,2023-06-07 16:00:00,Bakery,2.6557276591653083
Hell's Kitchen,2023-06-07 16:00:00,Coffee,2.6557276591653083
Hell's Kitchen,2023-06-07 16:00:00,Coffee beans,2.6557276591653083
Hell's Kitchen,2023-06-07 16:00:00,Drinking Chocolate,2.6557276591653083
Hell's Kitchen,2023-06-07 16:00:00,Flavours,2.6557276591653083
Hell's Kitchen,2023-06-07 16:00:00,Tea,2.6557276591653083
Hell's Kitchen,2023-06-07 17:00:00,Bakery,2.988784423112272
Hell's Kitchen,2023-06-07 17:00:00,Coffee,2.988784423112272
Hell's Kitchen,2023-06-07 17:00:00,Coffee beans,2.988784423112272
Hell's Kitchen,2023-06-07 17:00:00,Drinking Chocolate,2.988784423112272
