store_location,product_detail,month,units,share_in_month
Astoria,Sugar Free Vanilla syrup,2023-05,129,0.008005461089735634
Astoria,Sugar Free Vanilla syrup,2023-06,144,0.008544472794161278
Astoria,Sustainably Grown Organic,2023-01,8,0.0009660669001328342
Astoria,Sustainably Grown Organic,2023-02,6,0.0007774034724021767
Astoria,Sustainably Grown Organic,2023-03,6,0.0006000600060006001
Astoria,Sustainably Grown Organic,2023-04,9,0.0007483785132213537
Astoria,Sustainably Grown Organic,2023-05,12,0.0007446940548591287
Astoria,Sustainably Grown Organic,2023-06,9,0.0005340295496350798
Astoria,Sustainably Grown Organic Lg,2023-01,173,0.02089119671537254
Astoria,Sustainably Grown Organic Lg,2023-02,177,0.022933402435864215
Astoria,Sustainably Grown Organic Lg,2023-03,208,0.020802080208020803
Astoria,Sustainably Grown Organic Lg,2023-04,264,0.021952436387826377
Astoria,Sustainably Grown Organic Lg,2023-05,371,0.023023457862728063
Astoria,Sustainably Grown Organic Lg,2023-06,388,0.02302260725093455
Astoria,Sustainably Grown Organic Rg,2023-01,198,0.023910155778287645
Astoria,Sustainably Grown Organic Rg,2023-02,158,0.02047162477325732
Astoria,Sustainably Grown Organic Rg,2023-03,208,0.020802080208020803
Astoria,Sustainably Grown Organic Rg,2023-04,275,0.02286712123731914
Astoria,Sustainably Grown Organic Rg,2023-05,336,0.020851433536055605
Astoria,Sustainably Grown Organic Rg,2023-06,327,0.019403073636741233
Astoria,Traditional Blend Chai,2023-01,5,0.0006037918125830214
Astoria,Traditional Blend Chai,2023-02,5,0.000647836227001814
Astoria,Traditional Blend Chai,2023-03,3,0.00030003000300030005
Astoria,Traditional Blend Chai,2023-04,6,0.0004989190088142358
Astoria,Traditional Blend Chai,2023-05,5,0.000310289189524637
Astoria,Traditional Blend Chai,2023-06,7,0.0004153563163828399
Astoria,Traditional Blend Chai Lg,2023-01,166,0.02004588817775631
Astoria,Traditional Blend Chai Lg,2023-02,169,0.02189686447266131
Astoria,Traditional Blend Chai Lg,2023-03,230,0.023002300230023004
Astoria,Traditional Blend Chai Lg,2023-04,259,0.021536670547147845
Astoria,Traditional Blend Chai Lg,2023-05,325,0.020168797319101404
Astoria,Traditional Blend Chai Lg,2023-06,333,0.019759093336497953
Astoria,Traditional Blend Chai Rg,2023-01,205,0.024755464315903877
Astoria,Traditional Blend Chai Rg,2023-02,155,0.020082923037056232
Astoria,Traditional Blend Chai Rg,2023-03,213,0.0213021302130213
Astoria,Traditional Blend Chai Rg,2023-04,274,0.022783968069183435
Astoria,Traditional Blend Chai Rg,2023-05,348,0.021596127590914733
Astoria,Traditional Blend Chai Rg,2023-06,353,0.02094582566902035
Hell's Kitchen,Almond Croissant,2023-01,75,0.008992805755395683
Hell's Kitchen,Almond Croissant,2023-02,67,0.008441476628449036
Hell's Kitchen,Almond Croissant,2023-03,94,0.009217493626201216
Hell's Kitchen,Almond Croissant,2023-04,114,0.009348860095128753
Hell's Kitchen,Almond Croissant,2023-05,147,0.009219769192172603
Hell's Kitchen,Almond Croissant,2023-06,149,0.008701238028498015
Hell's Kitchen,Brazilian - Organic,2023-01,3,0.00035971223021582735
Hell's Kitchen,Brazilian - Organic,2023-02,10,0.0012599218848431397
Hell's Kitchen,Brazilian - Organic,2023-03,13,0.0012747597568150619
Hell's Kitchen,Brazilian - Organic,2023-04,10,0.0008200754469411186
Hell's Kitchen,Brazilian - Organic,2023-05,20,0.001254390366281987
Hell's Kitchen,Brazilian - Organic,2023-06,19,0.0011095538425601496
Hell's Kitchen,Brazilian Lg,2023-01,196,0.023501199040767386
Hell's Kitchen,Brazilian Lg,2023-02,162,0.020410734534458862
Hell's Kitchen,Brazilian Lg,2023-03,224,0.021965091194351832
Hell's Kitchen,Brazilian Lg,2023-04,287,0.023536165327210104
Hell's Kitchen,Brazilian Lg,2023-05,346,0.021700953336678375
Hell's Kitchen,Brazilian Lg,2023-06,337,0.01967998131277739
Hell's Kitchen,Brazilian Rg,2023-01,178,0.021342925659472423
Hell's Kitchen,Brazilian Rg,2023-02,141,0.017764898576288272
Hell's Kitchen,Brazilian Rg,2023-03,223,0.021867032751519907
Hell's Kitchen,Brazilian Rg,2023-04,258,0.02115794653108086
Hell's Kitchen,Brazilian Rg,2023-05,329,0.020634721525338684
Hell's Kitchen,Brazilian Rg,2023-06,317,0.01851202989955618
Hell's Kitchen,Brazilian Sm,2023-01,184,0.022062350119904078
Hell's Kitchen,Brazilian Sm,2023-02,152,0.019150812649615725
Hell's Kitchen,Brazilian Sm,2023-03,230,0.0225534418513434
Hell's Kitchen,Brazilian Sm,2023-04,259,0.02123995407577497
Hell's Kitchen,Brazilian Sm,2023-05,331,0.020760160561966882
Hell's Kitchen,Brazilian Sm,2023-06,364,0.021256715720626023
Hell's Kitchen,Cappuccino,2023-01,155,0.01858513189448441
Hell's Kitchen,Cappuccino,2023-02,158,0.01990676578052161
Hell's Kitchen,Cappuccino,2023-03,224,0.021965091194351832
Hell's Kitchen,Cappuccino,2023-04,252,0.02066590126291619
Hell's Kitchen,Cappuccino,2023-05,343,0.021512794781736077
Hell's Kitchen,Cappuccino,2023-06,355,0.020731137584676478
Hell's Kitchen,Cappuccino Lg,2023-01,142,0.017026378896882494
Hell's Kitchen,Cappuccino Lg,2023-02,140,0.017638906387803955
Hell's Kitchen,Cappuccino Lg,2023-03,190,0.018631104138066287
Hell's Kitchen,Cappuccino Lg,2023-04,216,0.01771362965392816
Hell's Kitchen,Cappuccino Lg,2023-05,290,0.01818866031108881
Hell's Kitchen,Cappuccino Lg,2023-06,319,0.0186288250408783
Hell's Kitchen,Carmel syrup,2023-01,115,0.013788968824940047
Hell's Kitchen,Carmel syrup,2023-02,92,0.011591281340556885
Hell's Kitchen,Carmel syrup,2023-03,131,0.012845656010982545
Hell's Kitchen,Carmel syrup,2023-04,165,0.013531244874528456
Hell's Kitchen,Carmel syrup,2023-05,211,0.013233818364274962
Hell's Kitchen,Carmel syrup,2023-06,229,0.013373043681382854
Hell's Kitchen,Chili Mayan,2023-01,5,0.0005995203836930455
Hell's Kitchen,Chili Mayan,2023-02,5,0.0006299609424215699
Hell's Kitchen,Chili Mayan,2023-03,9,0.0008825259854873505
Hell's Kitchen,Chili Mayan,2023-04,8,0.0006560603575528948
Hell's Kitchen,Chili Mayan,2023-05,11,0.0006899147014550928
Hell's Kitchen,Chili Mayan,2023-06,11,0.0006423732772716655
Hell's Kitchen,Chocolate Chip Biscotti,2023-01,63,0.007553956834532374
Hell's Kitchen,Chocolate Chip Biscotti,2023-02,73,0.00919742975935492
Hell's Kitchen,Chocolate Chip Biscotti,2023-03,86,0.008433026083545793
Hell's Kitchen,Chocolate Chip Biscotti,2023-04,85,0.006970641298999508
Hell's Kitchen,Chocolate Chip Biscotti,2023-05,109,0.0068364274962368285
Hell's Kitchen,Chocolate Chip Biscotti,2023-06,130,0.007591684185937865
Hell's Kitchen,Chocolate Croissant,2023-01,115,0.013788968824940047
Hell's Kitchen,Chocolate Croissant,2023-02,109,0.013733148544790222
Hell's Kitchen,Chocolate Croissant,2023-03,154,0.015101000196116886
Hell's Kitchen,Chocolate Croissant,2023-04,181,0.014843365589634247
Hell's Kitchen,Chocolate Croissant,2023-05,239,0.014989964877069745
Hell's Kitchen,Chocolate Croissant,2023-06,244,0.014249007241298762
Hell's Kitchen,Chocolate syrup,2023-01,96,0.011510791366906475
Hell's Kitchen,Chocolate syrup,2023-02,105,0.013229179790852967
Hell's Kitchen,Chocolate syrup,2023-03,145,0.014218474210629535
Hell's Kitchen,Chocolate syrup,2023-04,147,0.012055109070034443
Hell's Kitchen,Chocolate syrup,2023-05,188,0.011791269443050678
Hell's Kitchen,Chocolate syrup,2023-06,208,0.012146694697500585
Hell's Kitchen,Civet Cat,2023-01,27,0.003237410071942446
Hell's Kitchen,Civet Cat,2023-02,9,0.0011339296963588257
Hell's Kitchen,Civet Cat,2023-03,13,0.0012747597568150619
Hell's Kitchen,Civet Cat,2023-04,30,0.002460226340823356
Hell's Kitchen,Civet Cat,2023-05,32,0.002007024586051179
Hell's Kitchen,Civet Cat,2023-06,53,0.0030950712450362066
Hell's Kitchen,Columbian Medium Roast,2023-01,3,0.00035971223021582735
Hell's Kitchen,Columbian Medium Roast,2023-02,5,0.0006299609424215699
Hell's Kitchen,Columbian Medium Roast,2023-03,9,0.0008825259854873505
Hell's Kitchen,Columbian Medium Roast,2023-04,11,0.0009020829916352304
Hell's Kitchen,Columbian Medium Roast,2023-05,15,0.0009407927747114902
Hell's Kitchen,Columbian Medium Roast,2023-06,11,0.0006423732772716655
Hell's Kitchen,Columbian Medium Roast Lg,2023-01,153,0.018345323741007193
Hell's Kitchen,Columbian Medium Roast Lg,2023-02,140,0.017638906387803955
Hell's Kitchen,Columbian Medium Roast Lg,2023-03,167,0.01637575995293195
Hell's Kitchen,Columbian Medium Roast Lg,2023-04,212,0.017385599475151715
Hell's Kitchen,Columbian Medium Roast Lg,2023-05,308,0.0193176116407426
Hell's Kitchen,Columbian Medium Roast Lg,2023-06,328,0.019154403176827844
Hell's Kitchen,Columbian Medium Roast Rg,2023-01,172,0.02062350119904077
Hell's Kitchen,Columbian Medium Roast Rg,2023-02,149,0.018772836084162782
Hell's Kitchen,Columbian Medium Roast Rg,2023-03,207,0.02029809766620906
Hell's Kitchen,Columbian Medium Roast Rg,2023-04,227,0.01861571264556339
Hell's Kitchen,Columbian Medium Roast Rg,2023-05,323,0.02025840441545409
Hell's Kitchen,Columbian Medium Roast Rg,2023-06,333,0.019446391030133146
Hell's Kitchen,Columbian Medium Roast Sm,2023-01,170,0.02038369304556355
Hell's Kitchen,Columbian Medium Roast Sm,2023-02,180,0.022678593927176516
Hell's Kitchen,Columbian Medium Roast Sm,2023-03,195,0.019121396352225928
Hell's Kitchen,Columbian Medium Roast Sm,2023-04,241,0.01976381827128096
Hell's Kitchen,Columbian Medium Roast Sm,2023-05,295,0.018502257902659306
Hell's Kitchen,Columbian Medium Roast Sm,2023-06,337,0.01967998131277739
Hell's Kitchen,Cranberry Scone,2023-01,81,0.009712230215827337
Hell's Kitchen,Cranberry Scone,2023-02,93,0.0117172735290412
Hell's Kitchen,Cranberry Scone,2023-03,104,0.010198078054520495
Hell's Kitchen,Cranberry Scone,2023-04,122,0.010004920452681646
Hell's Kitchen,Cranberry Scone,2023-05,159,0.009972403411941796
Hell's Kitchen,Cranberry Scone,2023-06,161,0.00940200887643074
Hell's Kitchen,Croissant,2023-01,63,0.007553956834532374
Hell's Kitchen,Croissant,2023-02,69,0.008693461005417664
Hell's Kitchen,Croissant,2023-03,86,0.008433026083545793
Hell's Kitchen,Croissant,2023-04,104,0.008528784648187633
Hell's Kitchen,Croissant,2023-05,140,0.008780732563973909
Hell's Kitchen,Croissant,2023-06,150,0.008759635599159075
Hell's Kitchen,Dark chocolate,2023-01,9,0.001079136690647482
Hell's Kitchen,Dark chocolate,2023-02,6,0.0007559531309058839
Hell's Kitchen,Dark chocolate,2023-03,10,0.0009805844283192783
Hell's Kitchen,Dark chocolate,2023-04,11,0.0009020829916352304
Hell's Kitchen,Dark chocolate,2023-05,10,0.0006271951831409935
Hell's Kitchen,Dark chocolate,2023-06,20,0.00116795141322121
Hell's Kitchen,Dark chocolate Lg,2023-01,176,0.021103117505995205
Hell's Kitchen,Dark chocolate Lg,2023-02,162,0.020410734534458862
Hell's Kitchen,Dark chocolate Lg,2023-03,210,0.020592272994704845
Hell's Kitchen,Dark chocolate Lg,2023-04,260,0.021321961620469083
Hell's Kitchen,Dark chocolate Lg,2023-05,307,0.0192548921224285
Hell's Kitchen,Dark chocolate Lg,2023-06,337,0.01967998131277739
Hell's Kitchen,Dark chocolate Rg,2023-01,139,0.016666666666666666
Hell's Kitchen,Dark chocolate Rg,2023-02,143,0.0180168829532569
Hell's Kitchen,Dark chocolate Rg,2023-03,173,0.016964110609923515
Hell's Kitchen,Dark chocolate Rg,2023-04,216,0.01771362965392816
Hell's Kitchen,Dark chocolate Rg,2023-05,283,0.017749623682890115
Hell's Kitchen,Dark chocolate Rg,2023-06,309,0.018044849334267695
Hell's Kitchen,Earl Grey,2023-01,15,0.0017985611510791368
Hell's Kitchen,Earl Grey,2023-02,6,0.0007559531309058839
Hell's Kitchen,Earl Grey,2023-03,13,0.0012747597568150619
Hell's Kitchen,Earl Grey,2023-04,6,0.0004920452681646711
Hell's Kitchen,Earl Grey,2023-05,12,0.0007526342197691922
Hell's Kitchen,Earl Grey,2023-06,19,0.0011095538425601496
Hell's Kitchen,Earl Grey Lg,2023-01,144,0.017266187050359712
Hell's Kitchen,Earl Grey Lg,2023-02,157,0.019780773592037292
Hell's Kitchen,Earl Grey Lg,2023-03,171,0.016767993724259658
Hell's Kitchen,Earl Grey Lg,2023-04,238,0.01951779563719862
Hell's Kitchen,Earl Grey Lg,2023-05,277,0.01737330657300552
Hell's Kitchen,Earl Grey Lg,2023-06,315,0.01839523475823406
Hell's Kitchen,Earl Grey Rg,2023-01,180,0.02158273381294964
Hell's Kitchen,Earl Grey Rg,2023-02,185,0.023308554869598083
Hell's Kitchen,Earl Grey Rg,2023-03,223,0.021867032751519907
Hell's Kitchen,Earl Grey Rg,2023-04,235,0.019271773003116287
Hell's Kitchen,Earl Grey Rg,2023-05,333,0.020885599598595084
Hell's Kitchen,Earl Grey Rg,2023-06,366,0.021373510861948143
Hell's Kitchen,English Breakfast,2023-01,6,0.0007194244604316547
Hell's Kitchen,English Breakfast,2023-02,6,0.0007559531309058839
Hell's Kitchen,English Breakfast,2023-03,6,0.000588350656991567
Hell's Kitchen,English Breakfast,2023-04,8,0.0006560603575528948
Hell's Kitchen,English Breakfast,2023-05,12,0.0007526342197691922
Hell's Kitchen,English Breakfast,2023-06,10,0.000583975706610605
Hell's Kitchen,English Breakfast Lg,2023-01,169,0.020263788968824942
Hell's Kitchen,English Breakfast Lg,2023-02,170,0.021418672042333376
Hell's Kitchen,English Breakfast Lg,2023-03,218,0.021376740537360266
Hell's Kitchen,English Breakfast Lg,2023-04,243,0.01992783336066918
Hell's Kitchen,English Breakfast Lg,2023-05,365,0.02289262418464626
Hell's Kitchen,English Breakfast Lg,2023-06,364,0.021256715720626023
Hell's Kitchen,English Breakfast Rg,2023-01,172,0.02062350119904077
Hell's Kitchen,English Breakfast Rg,2023-02,143,0.0180168829532569
Hell's Kitchen,English Breakfast Rg,2023-03,181,0.017748578152578937
Hell's Kitchen,English Breakfast Rg,2023-04,210,0.01722158438576349
Hell's Kitchen,English Breakfast Rg,2023-05,288,0.01806322127446061
Hell's Kitchen,English Breakfast Rg,2023-06,317,0.01851202989955618
Hell's Kitchen,Espresso Roast,2023-01,9,0.001079136690647482
Hell's Kitchen,Espresso Roast,2023-02,9,0.0011339296963588257
Hell's Kitchen,Espresso Roast,2023-03,11,0.0010786428711512062
Hell's Kitchen,Espresso Roast,2023-04,9,0.0007380679022470067
Hell's Kitchen,Espresso Roast,2023-05,17,0.001066231811339689
Hell's Kitchen,Espresso Roast,2023-06,17,0.0009927587012380284
Hell's Kitchen,Espresso shot,2023-01,167,0.02002398081534772
Hell's Kitchen,Espresso shot,2023-02,162,0.020410734534458862
Hell's Kitchen,Espresso shot,2023-03,192,0.018827221023730144
Hell's Kitchen,Espresso shot,2023-04,261,0.021403969165163194
Hell's Kitchen,Espresso shot,2023-05,292,0.01831409934771701
Hell's Kitchen,Espresso shot,2023-06,354,0.020672740014015416
Hell's Kitchen,Ethiopia,2023-01,5,0.0005995203836930455
Hell's Kitchen,Ethiopia,2023-02,7,0.0008819453193901979
Hell's Kitchen,Ethiopia,2023-03,8,0.0007844675426554226
Hell's Kitchen,Ethiopia,2023-04,13,0.0010660980810234541
Hell's Kitchen,Ethiopia,2023-05,15,0.0009407927747114902
Hell's Kitchen,Ethiopia,2023-06,16,0.000934361130576968
Hell's Kitchen,Ethiopia Lg,2023-01,158,0.01894484412470024
Hell's Kitchen,Ethiopia Lg,2023-02,181,0.02280458611566083
Hell's Kitchen,Ethiopia Lg,2023-03,227,0.022259266522847616
Hell's Kitchen,Ethiopia Lg,2023-04,258,0.02115794653108086
Hell's Kitchen,Ethiopia Lg,2023-05,343,0.021512794781736077
Hell's Kitchen,Ethiopia Lg,2023-06,385,0.022483064704508293
Hell's Kitchen,Ethiopia Rg,2023-01,156,0.01870503597122302
Hell's Kitchen,Ethiopia Rg,2023-02,160,0.020158750157490236
Hell's Kitchen,Ethiopia Rg,2023-03,203,0.01990586389488135
Hell's Kitchen,Ethiopia Rg,2023-04,253,0.0207479088076103
Hell's Kitchen,Ethiopia Rg,2023-05,340,0.02132463622679378
Hell's Kitchen,Ethiopia Rg,2023-06,348,0.020322354590049056
Hell's Kitchen,Ethiopia Sm,2023-01,163,0.019544364508393284
Hell's Kitchen,Ethiopia Sm,2023-02,155,0.019528789215068666
Hell's Kitchen,Ethiopia Sm,2023-03,181,0.017748578152578937
Hell's Kitchen,Ethiopia Sm,2023-04,236,0.0193537805478104
Hell's Kitchen,Ethiopia Sm,2023-05,271,0.016996989463120924
Hell's Kitchen,Ethiopia Sm,2023-06,317,0.01851202989955618
Hell's Kitchen,Ginger Biscotti,2023-01,87,0.010431654676258994
Hell's Kitchen,Ginger Biscotti,2023-02,67,0.008441476628449036
Hell's Kitchen,Ginger Biscotti,2023-03,95,0.009315552069033143
Hell's Kitchen,Ginger Biscotti,2023-04,110,0.009020829916352304
Hell's Kitchen,Ginger Biscotti,2023-05,149,0.009345208228800804
Hell's Kitchen,Ginger Biscotti,2023-06,149,0.008701238028498015
Hell's Kitchen,Ginger Scone,2023-01,102,0.01223021582733813
Hell's Kitchen,Ginger Scone,2023-02,92,0.011591281340556885
Hell's Kitchen,Ginger Scone,2023-03,137,0.013434006667974112
Hell's Kitchen,Ginger Scone,2023-04,154,0.012629161882893225
Hell's Kitchen,Ginger Scone,2023-05,203,0.012732062217762168
Hell's Kitchen,Ginger Scone,2023-06,203,0.011854706844195281
Hell's Kitchen,Guatemalan Sustainably Grown,2023-01,11,0.0013189448441247003
Hell's Kitchen,Guatemalan Sustainably Grown,2023-02,8,0.0010079375078745117
Hell's Kitchen,Guatemalan Sustainably Grown,2023-03,8,0.0007844675426554226
Hell's Kitchen,Guatemalan Sustainably Grown,2023-04,11,0.0009020829916352304
Hell's Kitchen,Guatemalan Sustainably Grown,2023-05,11,0.0006899147014550928
Hell's Kitchen,Guatemalan Sustainably Grown,2023-06,10,0.000583975706610605
Hell's Kitchen,Hazelnut Biscotti,2023-01,78,0.00935251798561151
Hell's Kitchen,Hazelnut Biscotti,2023-02,70,0.008819453193901977
Hell's Kitchen,Hazelnut Biscotti,2023-03,95,0.009315552069033143
Hell's Kitchen,Hazelnut Biscotti,2023-04,109,0.008938822371658193
Hell's Kitchen,Hazelnut Biscotti,2023-05,141,0.008843452082288008
Hell's Kitchen,Hazelnut Biscotti,2023-06,162,0.0094604064470918
Hell's Kitchen,Hazelnut syrup,2023-01,78,0.00935251798561151
Hell's Kitchen,Hazelnut syrup,2023-02,98,0.012347234471462768
Hell's Kitchen,Hazelnut syrup,2023-03,125,0.012257305353990978
Hell's Kitchen,Hazelnut syrup,2023-04,142,0.011645071346563883
Hell's Kitchen,Hazelnut syrup,2023-05,205,0.012857501254390367
Hell's Kitchen,Hazelnut syrup,2023-06,219,0.01278906797477225
Hell's Kitchen,I Need My Bean! Diner mug,2023-01,5,0.0005995203836930455
Hell's Kitchen,I Need My Bean! Diner mug,2023-02,3,0.00037797656545294193
Hell's Kitchen,I Need My Bean! Diner mug,2023-03,3,0.0002941753284957835
Hell's Kitchen,I Need My Bean! Diner mug,2023-04,5,0.0004100377234705593
Hell's Kitchen,I Need My Bean! Diner mug,2023-05,7,0.00043903662819869544
Hell's Kitchen,I Need My Bean! Diner mug,2023-06,7,0.0004087829946274235
Hell's Kitchen,I Need My Bean! Latte cup,2023-01,3,0.00035971223021582735
Hell's Kitchen,I Need My Bean! Latte cup,2023-02,8,0.0010079375078745117
Hell's Kitchen,I Need My Bean! Latte cup,2023-03,6,0.000588350656991567
Hell's Kitchen,I Need My Bean! Latte cup,2023-04,17,0.0013941282597999015
Hell's Kitchen,I Need My Bean! Latte cup,2023-05,15,0.0009407927747114902
Hell's Kitchen,I Need My Bean! Latte cup,2023-06,16,0.000934361130576968
Hell's Kitchen,I Need My Bean! T-shirt,2023-01,3,0.00035971223021582735
Hell's Kitchen,I Need My Bean! T-shirt,2023-02,3,0.00037797656545294193
Hell's Kitchen,I Need My Bean! T-shirt,2023-03,4,0.0003922337713277113
Hell's Kitchen,I Need My Bean! T-shirt,2023-04,2,0.0001640150893882237
Hell's Kitchen,I Need My Bean! T-shirt,2023-05,8,0.0005017561465127947
Hell's Kitchen,I Need My Bean! T-shirt,2023-06,4,0.000233590282644242
Hell's Kitchen,Jamacian Coffee River,2023-01,4,0.00047961630695443646
Hell's Kitchen,Jamacian Coffee River,2023-02,7,0.0008819453193901979
Hell's Kitchen,Jamacian Coffee River,2023-03,5,0.0004902922141596392
Hell's Kitchen,Jamacian Coffee River,2023-04,12,0.0009840905363293422
Hell's Kitchen,Jamacian Coffee River,2023-05,16,0.0010035122930255895
Hell's Kitchen,Jamacian Coffee River,2023-06,9,0.0005255781359495446
Hell's Kitchen,Jamaican Coffee River Lg,2023-01,158,0.01894484412470024
Hell's Kitchen,Jamaican Coffee River Lg,2023-02,134,0.01688295325689807
Hell's Kitchen,Jamaican Coffee River Lg,2023-03,209,0.020494214551872916
Hell's Kitchen,Jamaican Coffee River Lg,2023-04,228,0.018697720190257505
Hell's Kitchen,Jamaican Coffee River Lg,2023-05,283,0.017749623682890115
Hell's Kitchen,Jamaican Coffee River Lg,2023-06,336,0.019621583742116328
Hell's Kitchen,Jamaican Coffee River Rg,2023-01,158,0.01894484412470024
Hell's Kitchen,Jamaican Coffee River Rg,2023-02,132,0.016630968879929445
Hell's Kitchen,Jamaican Coffee River Rg,2023-03,166,0.01627770151010002
Hell's Kitchen,Jamaican Coffee River Rg,2023-04,204,0.016729539117598818
Hell's Kitchen,Jamaican Coffee River Rg,2023-05,277,0.01737330657300552
Hell's Kitchen,Jamaican Coffee River Rg,2023-06,304,0.017752861480962393
Hell's Kitchen,Jamaican Coffee River Sm,2023-01,158,0.01894484412470024
Hell's Kitchen,Jamaican Coffee River Sm,2023-02,139,0.01751291419931964
Hell's Kitchen,Jamaican Coffee River Sm,2023-03,171,0.016767993724259658
Hell's Kitchen,Jamaican Coffee River Sm,2023-04,207,0.016975561751681155
Hell's Kitchen,Jamaican Coffee River Sm,2023-05,263,0.01649523331660813
Hell's Kitchen,Jamaican Coffee River Sm,2023-06,297,0.017344078486334968
Hell's Kitchen,Jumbo Savory Scone,2023-01,67,0.00803357314148681
Hell's Kitchen,Jumbo Savory Scone,2023-02,69,0.008693461005417664
Hell's Kitchen,Jumbo Savory Scone,2023-03,83,0.00813885075505001
Hell's Kitchen,Jumbo Savory Scone,2023-04,103,0.008446777103493522
Hell's Kitchen,Jumbo Savory Scone,2023-05,138,0.00865529352734571
Hell's Kitchen,Jumbo Savory Scone,2023-06,147,0.008584442887175893
Hell's Kitchen,Latte,2023-01,176,0.021103117505995205
Hell's Kitchen,Latte,2023-02,151,0.01902482046113141
Hell's Kitchen,Latte,2023-03,209,0.020494214551872916
Hell's Kitchen,Latte,2023-04,255,0.020911923896998523
Hell's Kitchen,Latte,2023-05,334,0.020948319116909184
Hell's Kitchen,Latte,2023-06,375,0.02189908899789769
Hell's Kitchen,Latte Rg,2023-01,159,0.019064748201438848
Hell's Kitchen,Latte Rg,2023-02,163,0.02053672672294318
Hell's Kitchen,Latte Rg,2023-03,222,0.021768974308687978
Hell's Kitchen,Latte Rg,2023-04,222,0.018205674922092834
Hell's Kitchen,Latte Rg,2023-05,359,0.022516307074761665
Hell's Kitchen,Latte Rg,2023-06,373,0.021782293856575565
Hell's Kitchen,Lemon Grass,2023-01,6,0.0007194244604316547
Hell's Kitchen,Lemon Grass,2023-02,10,0.0012599218848431397
Hell's Kitchen,Lemon Grass,2023-03,15,0.0014708766424789174
Hell's Kitchen,Lemon Grass,2023-04,11,0.0009020829916352304
Hell's Kitchen,Lemon Grass,2023-05,20,0.001254390366281987
Hell's Kitchen,Lemon Grass,2023-06,18,0.001051156271899089
Hell's Kitchen,Lemon Grass Lg,2023-01,155,0.01858513189448441
Hell's Kitchen,Lemon Grass Lg,2023-02,151,0.01902482046113141
Hell's Kitchen,Lemon Grass Lg,2023-03,192,0.018827221023730144
Hell's Kitchen,Lemon Grass Lg,2023-04,247,0.02025586353944563
Hell's Kitchen,Lemon Grass Lg,2023-05,337,0.02113647767185148
Hell's Kitchen,Lemon Grass Lg,2023-06,323,0.018862415323522543
Hell's Kitchen,Lemon Grass Rg,2023-01,167,0.02002398081534772
Hell's Kitchen,Lemon Grass Rg,2023-02,146,0.01839485951870984
Hell's Kitchen,Lemon Grass Rg,2023-03,202,0.01980780545204942
Hell's Kitchen,Lemon Grass Rg,2023-04,228,0.018697720190257505
Hell's Kitchen,Lemon Grass Rg,2023-05,326,0.020446562970396386
Hell's Kitchen,Lemon Grass Rg,2023-06,339,0.01979677645409951
Hell's Kitchen,Morning Sunrise Chai,2023-01,9,0.001079136690647482
Hell's Kitchen,Morning Sunrise Chai,2023-02,3,0.00037797656545294193
Hell's Kitchen,Morning Sunrise Chai,2023-03,9,0.0008825259854873505
Hell's Kitchen,Morning Sunrise Chai,2023-04,13,0.0010660980810234541
Hell's Kitchen,Morning Sunrise Chai,2023-05,16,0.0010035122930255895
Hell's Kitchen,Morning Sunrise Chai,2023-06,18,0.001051156271899089
Hell's Kitchen,Morning Sunrise Chai Lg,2023-01,146,0.01750599520383693
Hell's Kitchen,Morning Sunrise Chai Lg,2023-02,140,0.017638906387803955
Hell's Kitchen,Morning Sunrise Chai Lg,2023-03,205,0.020101980780545203
Hell's Kitchen,Morning Sunrise Chai Lg,2023-04,250,0.020501886173527963
Hell's Kitchen,Morning Sunrise Chai Lg,2023-05,314,0.019693928750627195
Hell's Kitchen,Morning Sunrise Chai Lg,2023-06,358,0.02090633029665966
Hell's Kitchen,Morning Sunrise Chai Rg,2023-01,188,0.022541966426858514
Hell's Kitchen,Morning Sunrise Chai Rg,2023-02,193,0.024316492377472597
Hell's Kitchen,Morning Sunrise Chai Rg,2023-03,239,0.023435967836830753
Hell's Kitchen,Morning Sunrise Chai Rg,2023-04,272,0.022306052156798425
Hell's Kitchen,Morning Sunrise Chai Rg,2023-05,340,0.02132463622679378
Hell's Kitchen,Morning Sunrise Chai Rg,2023-06,357,0.020847932725998598
Hell's Kitchen,Oatmeal Scone,2023-01,60,0.007194244604316547
Hell's Kitchen,Oatmeal Scone,2023-02,42,0.0052916719163411865
Hell's Kitchen,Oatmeal Scone,2023-03,80,0.007844675426554227
Hell's Kitchen,Oatmeal Scone,2023-04,93,0.007626701656552403
Hell's Kitchen,Oatmeal Scone,2023-05,118,0.007400903161063723
Hell's Kitchen,Oatmeal Scone,2023-06,128,0.007474889044615744
Hell's Kitchen,Organic Decaf Blend,2023-01,16,0.0019184652278177458
Hell's Kitchen,Organic Decaf Blend,2023-02,9,0.0011339296963588257
Hell's Kitchen,Organic Decaf Blend,2023-03,10,0.0009805844283192783
Hell's Kitchen,Organic Decaf Blend,2023-04,15,0.001230113170411678
Hell's Kitchen,Organic Decaf Blend,2023-05,17,0.001066231811339689
Hell's Kitchen,Organic Decaf Blend,2023-06,20,0.00116795141322121
Hell's Kitchen,Our Old Time Diner Blend,2023-01,15,0.0017985611510791368
Hell's Kitchen,Our Old Time Diner Blend,2023-02,8,0.0010079375078745117
Hell's Kitchen,Our Old Time Diner Blend,2023-03,10,0.0009805844283192783
Hell's Kitchen,Our Old Time Diner Blend,2023-04,13,0.0010660980810234541
